userId	geneSymbol	geneName	entrezgene	score	gLink
CR44743	CR44743	NA	19835753	-3.94983544079991	https://www.ncbi.nlm.nih.gov/gene/?term=19835753
CR44745	CR44745	NA	19835606	-8.54564195867598	https://www.ncbi.nlm.nih.gov/gene/?term=19835606
CR44750	CR44750	NA	19834740	-4.7977484906688	https://www.ncbi.nlm.nih.gov/gene/?term=19834740
CR44751	CR44751	NA	19834965	-8.03611713185542	https://www.ncbi.nlm.nih.gov/gene/?term=19834965
CR44752	CR44752	NA	19835367	-7.74466654777119	https://www.ncbi.nlm.nih.gov/gene/?term=19835367
CR44753	CR44753	NA	19835875	-3.12836220381248	https://www.ncbi.nlm.nih.gov/gene/?term=19835875
CR44754	CR44754	NA	19836162	-2.61356572143395	https://www.ncbi.nlm.nih.gov/gene/?term=19836162
CR44758	CR44758	NA	19834984	-5.30175568637936	https://www.ncbi.nlm.nih.gov/gene/?term=19834984
CR44759	CR44759	NA	19835228	-4.25908593860079	https://www.ncbi.nlm.nih.gov/gene/?term=19835228
CR44760	CR44760	NA	19835744	-7.14484578165164	https://www.ncbi.nlm.nih.gov/gene/?term=19835744
CR44761	CR44761	NA	19834852	-7.76772577969017	https://www.ncbi.nlm.nih.gov/gene/?term=19834852
CR44762	CR44762	NA	19836051	-7.17462582497958	https://www.ncbi.nlm.nih.gov/gene/?term=19836051
CR44763	CR44763	NA	19834919	-5.40750173215938	https://www.ncbi.nlm.nih.gov/gene/?term=19834919
CR44765	CR44765	NA	19835111	-7.69870730096203	https://www.ncbi.nlm.nih.gov/gene/?term=19835111
CR44767	CR44767	NA	19834914	-8.65413117069023	https://www.ncbi.nlm.nih.gov/gene/?term=19834914
CR44768	CR44768	NA	19835438	-4.66401309424313	https://www.ncbi.nlm.nih.gov/gene/?term=19835438
CR44771	CR44771	NA	19835115	-3.56121399733408	https://www.ncbi.nlm.nih.gov/gene/?term=19835115
CR44773	CR44773	NA	19835663	-4.76784413252745	https://www.ncbi.nlm.nih.gov/gene/?term=19835663
CR44775	CR44775	NA	19835092	-3.78434179570389	https://www.ncbi.nlm.nih.gov/gene/?term=19835092
CR44776	CR44776	NA	19836100	-3.32579406701592	https://www.ncbi.nlm.nih.gov/gene/?term=19836100
CR44777	CR44777	NA	19835343	-9.21231044045046	https://www.ncbi.nlm.nih.gov/gene/?term=19835343
CR44778	CR44778	NA	19835764	-5.07006440870166	https://www.ncbi.nlm.nih.gov/gene/?term=19835764
CR44781	CR44781	NA	19834950	-8.87324785430264	https://www.ncbi.nlm.nih.gov/gene/?term=19834950
CR44782	CR44782	NA	19835303	-7.41372791872117	https://www.ncbi.nlm.nih.gov/gene/?term=19835303
CR44784	CR44784	NA	19835531	-7.01039373821079	https://www.ncbi.nlm.nih.gov/gene/?term=19835531
CR44785	CR44785	NA	19835582	-4.13635811259984	https://www.ncbi.nlm.nih.gov/gene/?term=19835582
CR44786	CR44786	NA	19836087	-4.80107257831251	https://www.ncbi.nlm.nih.gov/gene/?term=19836087
CR44787	CR44787	NA	19835400	-7.37109963272303	https://www.ncbi.nlm.nih.gov/gene/?term=19835400
CR44788	CR44788	NA	19835763	-6.82830650725321	https://www.ncbi.nlm.nih.gov/gene/?term=19835763
CR44789	CR44789	NA	19835162	-6.99542748312168	https://www.ncbi.nlm.nih.gov/gene/?term=19835162
CR44790	CR44790	NA	19836148	-8.45141826841051	https://www.ncbi.nlm.nih.gov/gene/?term=19836148
CR44794	CR44794	NA	19834901	-8.01526756438636	https://www.ncbi.nlm.nih.gov/gene/?term=19834901
CR44796	CR44796	NA	19835587	-7.1073094670275	https://www.ncbi.nlm.nih.gov/gene/?term=19835587
CR44797	CR44797	NA	19836232	-4.80046681317603	https://www.ncbi.nlm.nih.gov/gene/?term=19836232
CR44798	CR44798	NA	19835090	-7.47679248945244	https://www.ncbi.nlm.nih.gov/gene/?term=19835090
CR44800	CR44800	NA	19835768	-6.88198522092955	https://www.ncbi.nlm.nih.gov/gene/?term=19835768
CR44801	CR44801	NA	19834880	-8.43487358262384	https://www.ncbi.nlm.nih.gov/gene/?term=19834880
CR44802	CR44802	NA	19835893	-7.22902264123403	https://www.ncbi.nlm.nih.gov/gene/?term=19835893
CR44803	CR44803	NA	19836043	-8.02655065565313	https://www.ncbi.nlm.nih.gov/gene/?term=19836043
CR44807	CR44807	NA	19835976	-2.27269280918221	https://www.ncbi.nlm.nih.gov/gene/?term=19835976
CR44810	CR44810	NA	19836248	-3.89349773269319	https://www.ncbi.nlm.nih.gov/gene/?term=19836248
CR44811	CR44811	NA	19835734	-2.12138446481148	https://www.ncbi.nlm.nih.gov/gene/?term=19835734
CR44813	CR44813	NA	19834874	-5.18652876588439	https://www.ncbi.nlm.nih.gov/gene/?term=19834874
CR44814	CR44814	NA	19835437	-3.47204104787243	https://www.ncbi.nlm.nih.gov/gene/?term=19835437
CR44818	CR44818	NA	19835444	-5.48893219612054	https://www.ncbi.nlm.nih.gov/gene/?term=19835444
CR44819	CR44819	NA	19834778	-9.18026248446751	https://www.ncbi.nlm.nih.gov/gene/?term=19834778
CR44820	CR44820	NA	19835425	-8.44902904599856	https://www.ncbi.nlm.nih.gov/gene/?term=19835425
CR44821	CR44821	NA	19834869	-7.29181582006055	https://www.ncbi.nlm.nih.gov/gene/?term=19834869
CR44822	CR44822	NA	19835514	-7.41789708095118	https://www.ncbi.nlm.nih.gov/gene/?term=19835514
CR44824	CR44824	NA	19835782	-7.54167050279935	https://www.ncbi.nlm.nih.gov/gene/?term=19835782
CR44825	CR44825	NA	19835873	-6.80707875974487	https://www.ncbi.nlm.nih.gov/gene/?term=19835873
CR44827	CR44827	NA	19834807	-4.97736397768885	https://www.ncbi.nlm.nih.gov/gene/?term=19834807
CR44829	CR44829	NA	19835133	-8.42540224900326	https://www.ncbi.nlm.nih.gov/gene/?term=19835133
CR44830	CR44830	NA	19835696	-3.64248776692973	https://www.ncbi.nlm.nih.gov/gene/?term=19835696
CR44834	CR44834	NA	19835834	-7.13622548692203	https://www.ncbi.nlm.nih.gov/gene/?term=19835834
CR44840	CR44840	NA	19835217	-4.08110230727871	https://www.ncbi.nlm.nih.gov/gene/?term=19835217
CR44841	CR44841	NA	19835962	-5.20306384215561	https://www.ncbi.nlm.nih.gov/gene/?term=19835962
CR44842	CR44842	NA	19835324	-1.9792649388674	https://www.ncbi.nlm.nih.gov/gene/?term=19835324
CR44843	CR44843	NA	19836214	-4.47203353490555	https://www.ncbi.nlm.nih.gov/gene/?term=19836214
CR44844	CR44844	NA	19835407	-7.96384888627891	https://www.ncbi.nlm.nih.gov/gene/?term=19835407
CR44845	CR44845	NA	19834829	-4.23305869578942	https://www.ncbi.nlm.nih.gov/gene/?term=19834829
CR44846	CR44846	NA	19835231	-5.52801714822522	https://www.ncbi.nlm.nih.gov/gene/?term=19835231
CR44847	CR44847	NA	19834859	-7.51119475493588	https://www.ncbi.nlm.nih.gov/gene/?term=19834859
CR44848	CR44848	NA	19835034	-4.90408991566057	https://www.ncbi.nlm.nih.gov/gene/?term=19835034
CR44849	CR44849	NA	19835978	-5.23788297636966	https://www.ncbi.nlm.nih.gov/gene/?term=19835978
CR44850	CR44850	NA	19836238	-5.009594970899	https://www.ncbi.nlm.nih.gov/gene/?term=19836238
CR44851	CR44851	NA	19835363	-3.26386962750821	https://www.ncbi.nlm.nih.gov/gene/?term=19835363
CR44852	CR44852	NA	19835882	-8.00251382052273	https://www.ncbi.nlm.nih.gov/gene/?term=19835882
CR44853	CR44853	NA	19835446	-6.30061235400108	https://www.ncbi.nlm.nih.gov/gene/?term=19835446
CR44854	CR44854	NA	19836057	-6.8272319872116	https://www.ncbi.nlm.nih.gov/gene/?term=19836057
CR44856	CR44856	NA	19835939	-4.48286595469446	https://www.ncbi.nlm.nih.gov/gene/?term=19835939
CR44857	CR44857	NA	19834899	-8.0072404837639	https://www.ncbi.nlm.nih.gov/gene/?term=19834899
CR44858	CR44858	NA	19835187	-7.7350016993912	https://www.ncbi.nlm.nih.gov/gene/?term=19835187
CR44859	CR44859	NA	19835688	-7.87806445716019	https://www.ncbi.nlm.nih.gov/gene/?term=19835688
CR44861	CR44861	NA	19834945	-7.32691526500331	https://www.ncbi.nlm.nih.gov/gene/?term=19834945
CR44862	CR44862	NA	19835570	-7.55022017258623	https://www.ncbi.nlm.nih.gov/gene/?term=19835570
CR44864	CR44864	NA	19836063	-8.80110306300263	https://www.ncbi.nlm.nih.gov/gene/?term=19836063
CR44867	CR44867	NA	19835974	-7.66386430181057	https://www.ncbi.nlm.nih.gov/gene/?term=19835974
CR44868	CR44868	NA	19835046	-6.86456542440642	https://www.ncbi.nlm.nih.gov/gene/?term=19835046
CR44870	CR44870	NA	19835880	-7.03482110590146	https://www.ncbi.nlm.nih.gov/gene/?term=19835880
CR44873	CR44873	NA	19835652	-6.44410785900516	https://www.ncbi.nlm.nih.gov/gene/?term=19835652
CR44875	CR44875	NA	19834862	-7.29942876688795	https://www.ncbi.nlm.nih.gov/gene/?term=19834862
CR44889	CR44889	NA	19836216	-3.98627179374736	https://www.ncbi.nlm.nih.gov/gene/?term=19836216
CR44892	CR44892	NA	19834837	-1.23327261199067	https://www.ncbi.nlm.nih.gov/gene/?term=19834837
CR44893	CR44893	NA	19835881	-4.49806545372726	https://www.ncbi.nlm.nih.gov/gene/?term=19835881
CR44894	CR44894	NA	19835647	-1.4530503217475	https://www.ncbi.nlm.nih.gov/gene/?term=19835647
CR44895	CR44895	NA	19835682	-4.02118597586444	https://www.ncbi.nlm.nih.gov/gene/?term=19835682
CR44896	CR44896	NA	19835648	-8.13100688083787	https://www.ncbi.nlm.nih.gov/gene/?term=19835648
CR44897	CR44897	NA	19836205	-8.72684285630012	https://www.ncbi.nlm.nih.gov/gene/?term=19836205
CR44901	CR44901	NA	19834853	-3.65736434509149	https://www.ncbi.nlm.nih.gov/gene/?term=19834853
CR44902	CR44902	NA	19835397	-5.56853537650495	https://www.ncbi.nlm.nih.gov/gene/?term=19835397
CR44905	CR44905	NA	19836130	-8.39343935545048	https://www.ncbi.nlm.nih.gov/gene/?term=19836130
CR44909	CR44909	NA	19835484	-3.26370201653029	https://www.ncbi.nlm.nih.gov/gene/?term=19835484
CR44911	CR44911	NA	19835639	-4.81663992425299	https://www.ncbi.nlm.nih.gov/gene/?term=19835639
CR44912	CR44912	NA	19835130	-5.49514430436863	https://www.ncbi.nlm.nih.gov/gene/?term=19835130
CR44914	CR44914	NA	19834861	-3.17849474778782	https://www.ncbi.nlm.nih.gov/gene/?term=19834861
CR44915	CR44915	NA	19835833	-8.14367834280987	https://www.ncbi.nlm.nih.gov/gene/?term=19835833
CR44916	CR44916	NA	19836108	-7.8812178913053	https://www.ncbi.nlm.nih.gov/gene/?term=19836108
CR44917	CR44917	NA	19835662	-5.52563787661158	https://www.ncbi.nlm.nih.gov/gene/?term=19835662
CR44918	CR44918	NA	19836161	-5.13923399750259	https://www.ncbi.nlm.nih.gov/gene/?term=19836161
CR44919	CR44919	NA	19835223	-4.45973403992816	https://www.ncbi.nlm.nih.gov/gene/?term=19835223
CR44920	CR44920	NA	19835731	-8.14899223910099	https://www.ncbi.nlm.nih.gov/gene/?term=19835731
CR44922	CR44922	NA	19835920	-1.08287270347724	https://www.ncbi.nlm.nih.gov/gene/?term=19835920
CR44923	CR44923	NA	19834980	-3.80226494088492	https://www.ncbi.nlm.nih.gov/gene/?term=19834980
CR44924	CR44924	NA	19835584	-7.87578999310284	https://www.ncbi.nlm.nih.gov/gene/?term=19835584
CR44925	CR44925	NA	19834799	-6.91674862906736	https://www.ncbi.nlm.nih.gov/gene/?term=19834799
CR44926	CR44926	NA	19835291	-7.82871012240941	https://www.ncbi.nlm.nih.gov/gene/?term=19835291
CR44927	CR44927	NA	19835462	-7.72258056991404	https://www.ncbi.nlm.nih.gov/gene/?term=19835462
CR44928	CR44928	NA	19835971	-5.68289906854667	https://www.ncbi.nlm.nih.gov/gene/?term=19835971
CR44929	CR44929	NA	19836183	-4.41974369289305	https://www.ncbi.nlm.nih.gov/gene/?term=19836183
CR44930	CR44930	NA	19834915	-8.78939637985861	https://www.ncbi.nlm.nih.gov/gene/?term=19834915
CR44932	CR44932	NA	19835430	-3.36780214923744	https://www.ncbi.nlm.nih.gov/gene/?term=19835430
CR44933	CR44933	NA	19835626	-5.08287434911937	https://www.ncbi.nlm.nih.gov/gene/?term=19835626
CR44935	CR44935	NA	19836195	-8.13550305371281	https://www.ncbi.nlm.nih.gov/gene/?term=19836195
CR44936	CR44936	NA	19835691	-4.74361079403011	https://www.ncbi.nlm.nih.gov/gene/?term=19835691
CR44937	CR44937	NA	19834872	-8.25117377128097	https://www.ncbi.nlm.nih.gov/gene/?term=19834872
CR44939	CR44939	NA	19835244	-4.86112814518677	https://www.ncbi.nlm.nih.gov/gene/?term=19835244
CR44940	CR44940	NA	19835176	-6.61822129716744	https://www.ncbi.nlm.nih.gov/gene/?term=19835176
CR44941	CR44941	NA	19835947	-4.43760074911316	https://www.ncbi.nlm.nih.gov/gene/?term=19835947
CR44942	CR44942	NA	19835903	-6.98480841334293	https://www.ncbi.nlm.nih.gov/gene/?term=19835903
CR44943	CR44943	NA	19835553	-4.96334869134612	https://www.ncbi.nlm.nih.gov/gene/?term=19835553
CR44944	CR44944	NA	19835055	-6.08297089041085	https://www.ncbi.nlm.nih.gov/gene/?term=19835055
CR44945	CR44945	NA	19835926	-4.66419113399741	https://www.ncbi.nlm.nih.gov/gene/?term=19835926
CR44946	CR44946	NA	19836094	-6.21537919886525	https://www.ncbi.nlm.nih.gov/gene/?term=19836094
CR44947	CR44947	NA	19835685	-4.96025215590218	https://www.ncbi.nlm.nih.gov/gene/?term=19835685
CR44948	CR44948	NA	19836210	-8.23125552347542	https://www.ncbi.nlm.nih.gov/gene/?term=19836210
CR44949	CR44949	NA	19834785	-8.75326546990262	https://www.ncbi.nlm.nih.gov/gene/?term=19834785
CR44950	CR44950	NA	19835209	-8.33229031689879	https://www.ncbi.nlm.nih.gov/gene/?term=19835209
CR44951	CR44951	NA	19835670	-4.29589331657242	https://www.ncbi.nlm.nih.gov/gene/?term=19835670
CR44952	CR44952	NA	19835679	-7.31240917256585	https://www.ncbi.nlm.nih.gov/gene/?term=19835679
CR44953	CR44953	NA	19836157	-3.52757286202465	https://www.ncbi.nlm.nih.gov/gene/?term=19836157
CR44955	CR44955	NA	19835790	-5.09628764512165	https://www.ncbi.nlm.nih.gov/gene/?term=19835790
CR44957	CR44957	NA	19834968	-5.75280863086088	https://www.ncbi.nlm.nih.gov/gene/?term=19834968
CR44958	CR44958	NA	19836036	-5.56711875034509	https://www.ncbi.nlm.nih.gov/gene/?term=19836036
CR44959	CR44959	NA	19835180	-3.52285065741136	https://www.ncbi.nlm.nih.gov/gene/?term=19835180
CR44961	CR44961	NA	19835774	-6.33825846714561	https://www.ncbi.nlm.nih.gov/gene/?term=19835774
CR44962	CR44962	NA	19836135	-3.20286775826192	https://www.ncbi.nlm.nih.gov/gene/?term=19836135
CR44963	CR44963	NA	19835737	-8.11411404347219	https://www.ncbi.nlm.nih.gov/gene/?term=19835737
CR44964	CR44964	NA	19834745	-4.06512553613543	https://www.ncbi.nlm.nih.gov/gene/?term=19834745
CR44965	CR44965	NA	19835179	-4.02852213447368	https://www.ncbi.nlm.nih.gov/gene/?term=19835179
CR44967	CR44967	NA	19835702	-6.82773057471487	https://www.ncbi.nlm.nih.gov/gene/?term=19835702
CR44968	CR44968	NA	19835428	-4.34145321416411	https://www.ncbi.nlm.nih.gov/gene/?term=19835428
CR44969	CR44969	NA	19835409	-2.94296277931246	https://www.ncbi.nlm.nih.gov/gene/?term=19835409
CR44970	CR44970	NA	19835536	-7.08077507420521	https://www.ncbi.nlm.nih.gov/gene/?term=19835536
CR44971	CR44971	NA	19836180	-7.71026475144299	https://www.ncbi.nlm.nih.gov/gene/?term=19836180
CR44976	CR44976	NA	19834890	-7.15023922148546	https://www.ncbi.nlm.nih.gov/gene/?term=19834890
CR44977	CR44977	NA	19836046	-2.95734948970597	https://www.ncbi.nlm.nih.gov/gene/?term=19836046
CR44978	CR44978	NA	19835837	-4.62197977462	https://www.ncbi.nlm.nih.gov/gene/?term=19835837
CR44979	CR44979	NA	19834906	-7.29596077349121	https://www.ncbi.nlm.nih.gov/gene/?term=19834906
CR44980	CR44980	NA	19834860	-6.55412207309378	https://www.ncbi.nlm.nih.gov/gene/?term=19834860
CR44981	CR44981	NA	19836125	-7.6271200039328	https://www.ncbi.nlm.nih.gov/gene/?term=19836125
CR44986	CR44986	NA	19835867	-2.66497707906474	https://www.ncbi.nlm.nih.gov/gene/?term=19835867
CR44987	CR44987	NA	19835103	-3.15214101184178	https://www.ncbi.nlm.nih.gov/gene/?term=19835103
CR44990	CR44990	NA	19835879	-4.90425702047832	https://www.ncbi.nlm.nih.gov/gene/?term=19835879
CR44991	CR44991	NA	19834911	-6.82828639242452	https://www.ncbi.nlm.nih.gov/gene/?term=19834911
CR44992	CR44992	NA	19836107	-3.54546022014218	https://www.ncbi.nlm.nih.gov/gene/?term=19836107
CR44995	CR44995	NA	19834991	-4.49902553878427	https://www.ncbi.nlm.nih.gov/gene/?term=19834991
CR44996	CR44996	NA	19835095	-4.13737332274453	https://www.ncbi.nlm.nih.gov/gene/?term=19835095
CR44998	CR44998	NA	19836029	-3.2411321396459	https://www.ncbi.nlm.nih.gov/gene/?term=19836029
CR45003	CR45003	NA	19834975	-8.30429316557555	https://www.ncbi.nlm.nih.gov/gene/?term=19834975
CR45004	CR45004	NA	19834947	-5.23273516756193	https://www.ncbi.nlm.nih.gov/gene/?term=19834947
CR45005	CR45005	NA	19834729	-7.53083163195043	https://www.ncbi.nlm.nih.gov/gene/?term=19834729
CR45006	CR45006	NA	19835368	-7.3573912974435	https://www.ncbi.nlm.nih.gov/gene/?term=19835368
CR45007	CR45007	NA	19836133	-3.01848307969398	https://www.ncbi.nlm.nih.gov/gene/?term=19836133
CR45008	CR45008	NA	19835634	-6.62166487667044	https://www.ncbi.nlm.nih.gov/gene/?term=19835634
CR45009	CR45009	NA	19835306	-1.81563420312394	https://www.ncbi.nlm.nih.gov/gene/?term=19835306
CR45013	CR45013	NA	19835288	-8.34688052965618	https://www.ncbi.nlm.nih.gov/gene/?term=19835288
CR45016	CR45016	NA	19834821	-7.06522753794017	https://www.ncbi.nlm.nih.gov/gene/?term=19834821
CR45018	CR45018	NA	19835567	-1.12806765371586	https://www.ncbi.nlm.nih.gov/gene/?term=19835567
CR45020	CR45020	NA	19836149	-5.36527654999515	https://www.ncbi.nlm.nih.gov/gene/?term=19836149
CR45021	CR45021	NA	19835264	-3.3858317409825	https://www.ncbi.nlm.nih.gov/gene/?term=19835264
CR45023	CR45023	NA	19834805	-3.87072974814453	https://www.ncbi.nlm.nih.gov/gene/?term=19834805
CR45025	CR45025	NA	19835129	-8.21127484265336	https://www.ncbi.nlm.nih.gov/gene/?term=19835129
CR45026	CR45026	NA	19835690	-4.49361674738319	https://www.ncbi.nlm.nih.gov/gene/?term=19835690
CR45028	CR45028	NA	19835369	-5.12301363528051	https://www.ncbi.nlm.nih.gov/gene/?term=19835369
CR45029	CR45029	NA	19836011	-9.08844106774866	https://www.ncbi.nlm.nih.gov/gene/?term=19836011
CR45030	CR45030	NA	19835581	-4.23837756397319	https://www.ncbi.nlm.nih.gov/gene/?term=19835581
CR45031	CR45031	NA	19834752	-7.00998461510517	https://www.ncbi.nlm.nih.gov/gene/?term=19834752
CR45032	CR45032	NA	19835295	-7.44808844393564	https://www.ncbi.nlm.nih.gov/gene/?term=19835295
CR45036	CR45036	NA	19835812	-1.19621869732172	https://www.ncbi.nlm.nih.gov/gene/?term=19835812
CR45037	CR45037	NA	19836099	-4.96242174061986	https://www.ncbi.nlm.nih.gov/gene/?term=19836099
CR45041	CR45041	NA	19836000	-4.85753734735505	https://www.ncbi.nlm.nih.gov/gene/?term=19836000
CR45042	CR45042	NA	19834798	-7.38288086518691	https://www.ncbi.nlm.nih.gov/gene/?term=19834798
CR45043	CR45043	NA	19835992	-8.05719122795565	https://www.ncbi.nlm.nih.gov/gene/?term=19835992
CR45044	CR45044	NA	19835248	-5.25096008171341	https://www.ncbi.nlm.nih.gov/gene/?term=19835248
CR45046	CR45046	NA	19834986	-2.84099790143666	https://www.ncbi.nlm.nih.gov/gene/?term=19834986
CR45052	CR45052	NA	19835433	-4.23707961868472	https://www.ncbi.nlm.nih.gov/gene/?term=19835433
CR45053	CR45053	NA	19835086	-3.6418288671396	https://www.ncbi.nlm.nih.gov/gene/?term=19835086
CR45054	CR45054	NA	19835480	-0.684019616998665	https://www.ncbi.nlm.nih.gov/gene/?term=19835480
CR45056	CR45056	NA	19835533	-8.49179303292588	https://www.ncbi.nlm.nih.gov/gene/?term=19835533
CR45059	CR45059	NA	19835799	-6.22972518961905	https://www.ncbi.nlm.nih.gov/gene/?term=19835799
CR45096	CR45096	NA	19835171	-6.9653031111883	https://www.ncbi.nlm.nih.gov/gene/?term=19835171
CR45097	CR45097	NA	19834884	-7.61431387299533	https://www.ncbi.nlm.nih.gov/gene/?term=19834884
CR45103	CR45103	NA	19835281	-7.84665281472163	https://www.ncbi.nlm.nih.gov/gene/?term=19835281
CR45104	CR45104	NA	19835836	-9.25365876961569	https://www.ncbi.nlm.nih.gov/gene/?term=19835836
CR45108	CR45108	NA	19835372	-3.48377212892357	https://www.ncbi.nlm.nih.gov/gene/?term=19835372
CR45111	CR45111	NA	19834758	-7.44659887087345	https://www.ncbi.nlm.nih.gov/gene/?term=19834758
CR45114	CR45114	NA	19835134	-7.49724970669513	https://www.ncbi.nlm.nih.gov/gene/?term=19835134
CR45117	CR45117	NA	19834924	-6.4816307312112	https://www.ncbi.nlm.nih.gov/gene/?term=19834924
CR45118	CR45118	NA	19836021	-6.25608728421592	https://www.ncbi.nlm.nih.gov/gene/?term=19836021
CR45120	CR45120	NA	19836044	-7.88690075977633	https://www.ncbi.nlm.nih.gov/gene/?term=19836044
CR45123	CR45123	NA	19835331	-6.90256698588456	https://www.ncbi.nlm.nih.gov/gene/?term=19835331
CR45124	CR45124	NA	19834809	-5.15995102465624	https://www.ncbi.nlm.nih.gov/gene/?term=19834809
CR45125	CR45125	NA	19835515	-7.76133346133841	https://www.ncbi.nlm.nih.gov/gene/?term=19835515
CR45128	CR45128	NA	19835854	-6.23051831812269	https://www.ncbi.nlm.nih.gov/gene/?term=19835854
CR45129	CR45129	NA	19836137	-6.0024182854603	https://www.ncbi.nlm.nih.gov/gene/?term=19836137
CR45131	CR45131	NA	19835632	-4.12505127973587	https://www.ncbi.nlm.nih.gov/gene/?term=19835632
CR45132	CR45132	NA	19834779	-3.89534361016158	https://www.ncbi.nlm.nih.gov/gene/?term=19834779
CR45133	CR45133	NA	19835075	-4.1046980769190196	https://www.ncbi.nlm.nih.gov/gene/?term=19835075
CR45137	CR45137	NA	19835272	-7.4670881306638	https://www.ncbi.nlm.nih.gov/gene/?term=19835272
CR45138	CR45138	NA	19834969	-7.52053406460943	https://www.ncbi.nlm.nih.gov/gene/?term=19834969
CR45140	CR45140	NA	19835896	-6.6653214854179	https://www.ncbi.nlm.nih.gov/gene/?term=19835896
CR45141	CR45141	NA	19835546	-3.05664869801685	https://www.ncbi.nlm.nih.gov/gene/?term=19835546
CR45142	CR45142	NA	19835014	-2.18424454524703	https://www.ncbi.nlm.nih.gov/gene/?term=19835014
CR45145	CR45145	NA	19835365	-3.52220943683133	https://www.ncbi.nlm.nih.gov/gene/?term=19835365
CR45148	CR45148	NA	19835769	-4.32452738168334	https://www.ncbi.nlm.nih.gov/gene/?term=19835769
CR45149	CR45149	NA	19835521	-4.4985888175918	https://www.ncbi.nlm.nih.gov/gene/?term=19835521
CR45150	CR45150	NA	19835120	-2.79902311119588	https://www.ncbi.nlm.nih.gov/gene/?term=19835120
CR45151	CR45151	NA	19835439	-4.78559963139324	https://www.ncbi.nlm.nih.gov/gene/?term=19835439
CR45152	CR45152	NA	19834981	-4.40813235776718	https://www.ncbi.nlm.nih.gov/gene/?term=19834981
CR45153	CR45153	NA	19836105	-6.3727844990883	https://www.ncbi.nlm.nih.gov/gene/?term=19836105
CR45159	CR45159	NA	19835308	-6.39221714579188	https://www.ncbi.nlm.nih.gov/gene/?term=19835308
CR45160	CR45160	NA	19835923	-3.45272408912207	https://www.ncbi.nlm.nih.gov/gene/?term=19835923
CR45161	CR45161	NA	19835113	-3.97536896823463	https://www.ncbi.nlm.nih.gov/gene/?term=19835113
CR45162	CR45162	NA	19836254	-6.31790190285672	https://www.ncbi.nlm.nih.gov/gene/?term=19836254
CR45163	CR45163	NA	19835473	-7.36252709550584	https://www.ncbi.nlm.nih.gov/gene/?term=19835473
CR45164	CR45164	NA	19834895	-2.32231301590506	https://www.ncbi.nlm.nih.gov/gene/?term=19834895
CR45166	CR45166	NA	19834774	-5.72493793110297	https://www.ncbi.nlm.nih.gov/gene/?term=19834774
CR45167	CR45167	NA	19835778	-7.04277145696558	https://www.ncbi.nlm.nih.gov/gene/?term=19835778
CR45172	CR45172	NA	19834848	-8.25236705565702	https://www.ncbi.nlm.nih.gov/gene/?term=19834848
CR45173	CR45173	NA	19834902	-6.87118779428058	https://www.ncbi.nlm.nih.gov/gene/?term=19834902
CR45174	CR45174	NA	19835017	-4.09487629679582	https://www.ncbi.nlm.nih.gov/gene/?term=19835017
CR45175	CR45175	NA	19834882	-2.08365278146814	https://www.ncbi.nlm.nih.gov/gene/?term=19834882
CR45178	CR45178	NA	19835451	-7.58781406543513	https://www.ncbi.nlm.nih.gov/gene/?term=19835451
CR45179	CR45179	NA	19835056	-5.49570250070114	https://www.ncbi.nlm.nih.gov/gene/?term=19835056
CR45183	CR45183	NA	19835039	-5.57489408575065	https://www.ncbi.nlm.nih.gov/gene/?term=19835039
CR45185	CR45185	NA	19835300	-7.67302215103261	https://www.ncbi.nlm.nih.gov/gene/?term=19835300
CR45190	CR45190	NA	19836234	-4.32427607908029	https://www.ncbi.nlm.nih.gov/gene/?term=19836234
CR45191	CR45191	NA	19835717	-6.11203321892137	https://www.ncbi.nlm.nih.gov/gene/?term=19835717
CR45192	CR45192	NA	19835585	-2.68427471189213	https://www.ncbi.nlm.nih.gov/gene/?term=19835585
CR45193	CR45193	NA	19836208	-8.87597486641986	https://www.ncbi.nlm.nih.gov/gene/?term=19836208
CR45195	CR45195	NA	19835089	-5.24860911425159	https://www.ncbi.nlm.nih.gov/gene/?term=19835089
CR45196	CR45196	NA	19835603	-4.0407038620735	https://www.ncbi.nlm.nih.gov/gene/?term=19835603
CR45202	CR45202	NA	19835636	-3.24636847443212	https://www.ncbi.nlm.nih.gov/gene/?term=19835636
CR45203	CR45203	NA	19835477	-5.99687445347921	https://www.ncbi.nlm.nih.gov/gene/?term=19835477
CR45205	CR45205	NA	19835857	-7.08615816033594	https://www.ncbi.nlm.nih.gov/gene/?term=19835857
CR45206	CR45206	NA	19835110	-7.63609789566178	https://www.ncbi.nlm.nih.gov/gene/?term=19835110
CR45208	CR45208	NA	19834985	-8.65965485734441	https://www.ncbi.nlm.nih.gov/gene/?term=19834985
CR45209	CR45209	NA	19835063	-3.60285947110883	https://www.ncbi.nlm.nih.gov/gene/?term=19835063
CR45210	CR45210	NA	19836158	-4.97732773443732	https://www.ncbi.nlm.nih.gov/gene/?term=19836158
CR45214	CR45214	NA	19834913	-3.71631396060466	https://www.ncbi.nlm.nih.gov/gene/?term=19834913
CR45216	CR45216	NA	19835237	-6.88244815601015	https://www.ncbi.nlm.nih.gov/gene/?term=19835237
CR45217	CR45217	NA	19835194	-3.32279506452747	https://www.ncbi.nlm.nih.gov/gene/?term=19835194
CR45220	CR45220	NA	19835739	-7.37443817584105	https://www.ncbi.nlm.nih.gov/gene/?term=19835739
